# Performance Monitoring Events for Intel® Xeon® Processor Scalable Family based on Skylake microarchitecture - V1.28
# 6/3/2022 4:25:22 PM
# Copyright (c) 2007 - 2017 Intel Corporation. All rights reserved.
EventCode	UMask	EventName	BriefDescription	Counter	CounterHTOff	SampleAfterValue	MSRIndex	MSRValue	TakenAlone	CounterMask	Invert	AnyThread	EdgeDetect	PEBS	Data_LA	L1_Hit_Indication	Errata	ELLC	Deprecated
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_DATA_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts demand data reads that miss the L3 and the data is returned from local dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x604000001	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.ANY_RESPONSE	Counts all demand data writes (RFOs) that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.NO_SNOOP_NEEDED	Counts all demand data writes (RFOs) that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x1003C0002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand data writes (RFOs) that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x4003C0002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.HITM_OTHER_CORE	Counts all demand data writes (RFOs) that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_HIT.ANY_SNOOP	Counts all demand data writes (RFOs) that hit in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.ANY_SNOOP	Counts all demand data writes (RFOs) that miss in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBC000002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all demand data writes (RFOs) that miss the L3 and clean or shared data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x83FC00002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.REMOTE_HITM	Counts all demand data writes (RFOs) that miss the L3 and the modified data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103FC00002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) that miss the L3 and the data is returned from local or remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63FC00002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) that miss the L3 and the data is returned from remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63B800002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand data writes (RFOs) that miss the L3 and the data is returned from local dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x604000002	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.ANY_RESPONSE	Counts all demand code reads that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.NO_SNOOP_NEEDED	Counts all demand code reads that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x1003C0004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all demand code reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x4003C0004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.HITM_OTHER_CORE	Counts all demand code reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_HIT.ANY_SNOOP	Counts all demand code reads that hit in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.ANY_SNOOP	Counts all demand code reads that miss in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBC000004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts all demand code reads that miss the L3 and clean or shared data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x83FC00004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.REMOTE_HITM	Counts all demand code reads that miss the L3 and the modified data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103FC00004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all demand code reads that miss the L3 and the data is returned from local or remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63FC00004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand code reads that miss the L3 and the data is returned from remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63B800004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.DEMAND_CODE_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all demand code reads that miss the L3 and the data is returned from local dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x604000004	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.ANY_RESPONSE	Counts prefetch (that bring data to L2) data reads that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.NO_SNOOP_NEEDED	Counts prefetch (that bring data to L2) data reads that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x1003C0010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts prefetch (that bring data to L2) data reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x4003C0010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.HITM_OTHER_CORE	Counts prefetch (that bring data to L2) data reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_HIT.ANY_SNOOP	Counts prefetch (that bring data to L2) data reads that hit in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.ANY_SNOOP	Counts prefetch (that bring data to L2) data reads that miss in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBC000010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts prefetch (that bring data to L2) data reads that miss the L3 and clean or shared data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x83FC00010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.REMOTE_HITM	Counts prefetch (that bring data to L2) data reads that miss the L3 and the modified data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103FC00010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads that miss the L3 and the data is returned from local or remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63FC00010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads that miss the L3 and the data is returned from remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63B800010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_DATA_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts prefetch (that bring data to L2) data reads that miss the L3 and the data is returned from local dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x604000010	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.ANY_RESPONSE	Counts all prefetch (that bring data to L2) RFOs that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to L2) RFOs that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x1003C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to L2) RFOs that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x4003C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to L2) RFOs that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to L2) RFOs that hit in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to L2) RFOs that miss in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBC000020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and clean or shared data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x83FC00020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and the modified data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103FC00020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and the data is returned from local or remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63FC00020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and the data is returned from remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63B800020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L2_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to L2) RFOs that miss the L3 and the data is returned from local dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x604000020	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) data reads that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to LLC only) data reads that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x1003C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x4003C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to LLC only) data reads that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) data reads that hit in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) data reads that miss in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBC000080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and clean or shared data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x83FC00080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and the modified data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103FC00080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and the data is returned from local or remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63FC00080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and the data is returned from remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63B800080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_DATA_RD.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) data reads that miss the L3 and the data is returned from local dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x604000080	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.ANY_RESPONSE	Counts all prefetch (that bring data to LLC only) RFOs that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.NO_SNOOP_NEEDED	Counts all prefetch (that bring data to LLC only) RFOs that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x1003C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x4003C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.HITM_OTHER_CORE	Counts all prefetch (that bring data to LLC only) RFOs that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_HIT.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) RFOs that hit in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3F803C0100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.ANY_SNOOP	Counts all prefetch (that bring data to LLC only) RFOs that miss in the L3. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x3FBC000100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.REMOTE_HIT_FORWARD	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and clean or shared data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x83FC00100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.REMOTE_HITM	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and the modified data is transferred from remote cache. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x103FC00100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and the data is returned from local or remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63FC00100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS_REMOTE_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and the data is returned from remote dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x63B800100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L3_RFO.L3_MISS_LOCAL_DRAM.SNOOP_MISS_OR_NO_FWD	Counts all prefetch (that bring data to LLC only) RFOs that miss the L3 and the data is returned from local dram. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x604000100	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.ANY_RESPONSE	Counts L1 data cache hardware prefetch requests and software prefetch requests that have any response type. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_HIT.NO_SNOOP_NEEDED	Counts L1 data cache hardware prefetch requests and software prefetch requests that hit in the L3 and sibling core snoops are not needed as either the core-valid bit is not set or the shared line is present in multiple cores. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x1003C0400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_HIT.HIT_OTHER_CORE_NO_FWD	Counts L1 data cache hardware prefetch requests and software prefetch requests that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x4003C0400	0	0	0	0	0	0	0	0	null	0	0
0xB7, 0xBB	0x01	OFFCORE_RESPONSE.PF_L1D_AND_SW.L3_HIT.HITM_OTHER_CORE	Counts L1 data cache hardware prefetch requests and software prefetch requests that hit in the L3 and the snoop to one of the sibling cores hits the line in M state and the line is forwarded. 	0,1,2,3	0,1,2,3	100003	0x1a6,0x1a7	0x10003C0400	0	0	0	0	0	0	0	0	null	0	0
